Date,Item Name,Category,Price (₹),Quantity Sold,Total Sales (₹)
19-05-2024,Lemon Juice,Beverage,30,18,540
19-05-2024,Badam Milk,Beverage,40,48,1920
19-05-2024,Ghee Cake,Cake,120,7,840
19-05-2024,Mysore Pak,Sweet,180,10,1800
19-05-2024,Milk Bikis,Biscuit,25,18,450
19-05-2024,Marble Cake,Cake,90,28,2520
19-05-2024,Pineapple Juice,Beverage,35,10,350
20-05-2024,Parippu Vada,Snack,10,35,350
20-05-2024,Egg Puffs,Snack,20,37,740
20-05-2024,Butter Bun,Bread,15,18,270
20-05-2024,Plum Cake,Cake,150,14,2100
20-05-2024,Pazhampori (Banana Fry),Snack,12,22,264
20-05-2024,Uzhunnu Vada,Snack,12,12,144
20-05-2024,Ullivada,Snack,10,12,120
20-05-2024,Banana Chips,Snack,100,7,700
20-05-2024,Tea Biscuit,Biscuit,30,11,330
20-05-2024,Chicken Puffs,Snack,25,6,150
20-05-2024,Ela Ada,Sweet,20,22,440
20-05-2024,Cream Bun,Bread,20,18,360
20-05-2024,Nannari Sharbat,Beverage,25,22,550
20-05-2024,Sugiyan,Sweet,15,39,585
20-05-2024,Neyyappam,Sweet,20,12,240
20-05-2024,Black Forest Cake,Cake,500,18,9000
20-05-2024,Mixture,Snack,120,48,5760
20-05-2024,Jilebi,Sweet,50,32,1600
20-05-2024,Butter Biscuit,Biscuit,25,18,450
20-05-2024,Vettu Cake,Cake,15,30,450
20-05-2024,Milk Bun,Bread,18,44,792
20-05-2024,Choco Lava Cake,Cake,80,28,2240
20-05-2024,Fruit Cake,Cake,350,43,15050
20-05-2024,Lemon Juice,Beverage,30,48,1440
20-05-2024,Badam Milk,Beverage,40,5,200
20-05-2024,Ghee Cake,Cake,120,31,3720
20-05-2024,Mysore Pak,Sweet,180,47,8460
20-05-2024,Milk Bikis,Biscuit,25,30,750
20-05-2024,Marble Cake,Cake,90,32,2880
20-05-2024,Pineapple Juice,Beverage,35,30,1050
21-05-2024,Parippu Vada,Snack,10,16,160
21-05-2024,Egg Puffs,Snack,20,25,500
21-05-2024,Butter Bun,Bread,15,7,105
21-05-2024,Plum Cake,Cake,150,37,5550
21-05-2024,Pazhampori (Banana Fry),Snack,12,34,408
21-05-2024,Uzhunnu Vada,Snack,12,20,240
21-05-2024,Ullivada,Snack,10,5,50
21-05-2024,Banana Chips,Snack,100,40,4000
21-05-2024,Tea Biscuit,Biscuit,30,38,1140
21-05-2024,Chicken Puffs,Snack,25,48,1200
21-05-2024,Ela Ada,Sweet,20,16,320
21-05-2024,Cream Bun,Bread,20,32,640
21-05-2024,Nannari Sharbat,Beverage,25,12,300
21-05-2024,Sugiyan,Sweet,15,37,555
21-05-2024,Neyyappam,Sweet,20,41,820
21-05-2024,Black Forest Cake,Cake,500,22,11000
21-05-2024,Mixture,Snack,120,35,4200
21-05-2024,Jilebi,Sweet,50,50,2500
21-05-2024,Butter Biscuit,Biscuit,25,9,225
21-05-2024,Vettu Cake,Cake,15,40,600
21-05-2024,Milk Bun,Bread,18,35,630
21-05-2024,Choco Lava Cake,Cake,80,49,3920
21-05-2024,Fruit Cake,Cake,350,45,15750
21-05-2024,Lemon Juice,Beverage,30,21,630
21-05-2024,Badam Milk,Beverage,40,25,1000
21-05-2024,Ghee Cake,Cake,120,46,5520
21-05-2024,Mysore Pak,Sweet,180,30,5400
21-05-2024,Milk Bikis,Biscuit,25,24,600
21-05-2024,Marble Cake,Cake,90,50,4500
21-05-2024,Pineapple Juice,Beverage,35,27,945
22-05-2024,Parippu Vada,Snack,10,9,90
22-05-2024,Egg Puffs,Snack,20,30,600
22-05-2024,Butter Bun,Bread,15,36,540
22-05-2024,Plum Cake,Cake,150,28,4200
22-05-2024,Pazhampori (Banana Fry),Snack,12,15,180
22-05-2024,Uzhunnu Vada,Snack,12,30,360
22-05-2024,Ullivada,Snack,10,49,490
22-05-2024,Banana Chips,Snack,100,38,3800
22-05-2024,Tea Biscuit,Biscuit,30,28,840
22-05-2024,Chicken Puffs,Snack,25,18,450
22-05-2024,Ela Ada,Sweet,20,41,820
22-05-2024,Cream Bun,Bread,20,13,260
22-05-2024,Nannari Sharbat,Beverage,25,22,550
22-05-2024,Sugiyan,Sweet,15,13,195
22-05-2024,Neyyappam,Sweet,20,34,680
22-05-2024,Black Forest Cake,Cake,500,23,11500
22-05-2024,Mixture,Snack,120,39,4680
22-05-2024,Jilebi,Sweet,50,13,650
22-05-2024,Butter Biscuit,Biscuit,25,33,825
22-05-2024,Vettu Cake,Cake,15,16,240
22-05-2024,Milk Bun,Bread,18,39,702
22-05-2024,Choco Lava Cake,Cake,80,7,560
22-05-2024,Fruit Cake,Cake,350,28,9800
22-05-2024,Lemon Juice,Beverage,30,40,1200
22-05-2024,Badam Milk,Beverage,40,46,1840
22-05-2024,Ghee Cake,Cake,120,49,5880
22-05-2024,Mysore Pak,Sweet,180,38,6840
22-05-2024,Milk Bikis,Biscuit,25,6,150
22-05-2024,Marble Cake,Cake,90,29,2610
22-05-2024,Pineapple Juice,Beverage,35,36,1260
23-05-2024,Parippu Vada,Snack,10,30,300
23-05-2024,Egg Puffs,Snack,20,32,640
23-05-2024,Butter Bun,Bread,15,47,705
23-05-2024,Plum Cake,Cake,150,35,5250
23-05-2024,Pazhampori (Banana Fry),Snack,12,42,504
23-05-2024,Uzhunnu Vada,Snack,12,31,372
23-05-2024,Ullivada,Snack,10,22,220
23-05-2024,Banana Chips,Snack,100,42,4200
23-05-2024,Tea Biscuit,Biscuit,30,35,1050
23-05-2024,Chicken Puffs,Snack,25,21,525
23-05-2024,Ela Ada,Sweet,20,9,180
23-05-2024,Cream Bun,Bread,20,29,580
23-05-2024,Nannari Sharbat,Beverage,25,13,325
23-05-2024,Sugiyan,Sweet,15,7,105
23-05-2024,Neyyappam,Sweet,20,20,400
23-05-2024,Black Forest Cake,Cake,500,14,7000
23-05-2024,Mixture,Snack,120,46,5520
23-05-2024,Jilebi,Sweet,50,23,1150
23-05-2024,Butter Biscuit,Biscuit,25,27,675
23-05-2024,Vettu Cake,Cake,15,50,750
23-05-2024,Milk Bun,Bread,18,32,576
23-05-2024,Choco Lava Cake,Cake,80,27,2160
23-05-2024,Fruit Cake,Cake,350,20,7000
23-05-2024,Lemon Juice,Beverage,30,27,810
23-05-2024,Badam Milk,Beverage,40,37,1480
23-05-2024,Ghee Cake,Cake,120,17,2040
23-05-2024,Mysore Pak,Sweet,180,18,3240
23-05-2024,Milk Bikis,Biscuit,25,33,825
23-05-2024,Marble Cake,Cake,90,34,3060
23-05-2024,Pineapple Juice,Beverage,35,32,1120
24-05-2024,Parippu Vada,Snack,10,5,50
24-05-2024,Egg Puffs,Snack,20,7,140
24-05-2024,Butter Bun,Bread,15,12,180
24-05-2024,Plum Cake,Cake,150,7,1050
24-05-2024,Pazhampori (Banana Fry),Snack,12,49,588
24-05-2024,Uzhunnu Vada,Snack,12,7,84
24-05-2024,Ullivada,Snack,10,22,220
24-05-2024,Banana Chips,Snack,100,10,1000
24-05-2024,Tea Biscuit,Biscuit,30,41,1230
24-05-2024,Chicken Puffs,Snack,25,15,375
24-05-2024,Ela Ada,Sweet,20,30,600
24-05-2024,Cream Bun,Bread,20,5,100
24-05-2024,Nannari Sharbat,Beverage,25,15,375
24-05-2024,Sugiyan,Sweet,15,10,150
24-05-2024,Neyyappam,Sweet,20,19,380
24-05-2024,Black Forest Cake,Cake,500,48,24000
24-05-2024,Mixture,Snack,120,49,5880
24-05-2024,Jilebi,Sweet,50,19,950
24-05-2024,Butter Biscuit,Biscuit,25,46,1150
24-05-2024,Vettu Cake,Cake,15,28,420
24-05-2024,Milk Bun,Bread,18,7,126
24-05-2024,Choco Lava Cake,Cake,80,49,3920
24-05-2024,Fruit Cake,Cake,350,46,16100
24-05-2024,Lemon Juice,Beverage,30,7,210
24-05-2024,Badam Milk,Beverage,40,22,880
24-05-2024,Ghee Cake,Cake,120,47,5640
24-05-2024,Mysore Pak,Sweet,180,24,4320
24-05-2024,Milk Bikis,Biscuit,25,19,475
24-05-2024,Marble Cake,Cake,90,30,2700
24-05-2024,Pineapple Juice,Beverage,35,8,280
25-05-2024,Parippu Vada,Snack,10,48,480
25-05-2024,Egg Puffs,Snack,20,37,740
25-05-2024,Butter Bun,Bread,15,24,360
25-05-2024,Plum Cake,Cake,150,24,3600
25-05-2024,Pazhampori (Banana Fry),Snack,12,20,240
25-05-2024,Uzhunnu Vada,Snack,12,11,132
25-05-2024,Ullivada,Snack,10,38,380
25-05-2024,Banana Chips,Snack,100,39,3900
25-05-2024,Tea Biscuit,Biscuit,30,18,540
25-05-2024,Chicken Puffs,Snack,25,46,1150
25-05-2024,Ela Ada,Sweet,20,29,580
25-05-2024,Cream Bun,Bread,20,39,780
25-05-2024,Nannari Sharbat,Beverage,25,49,1225
25-05-2024,Sugiyan,Sweet,15,32,480
25-05-2024,Neyyappam,Sweet,20,30,600
25-05-2024,Black Forest Cake,Cake,500,14,7000
25-05-2024,Mixture,Snack,120,30,3600
25-05-2024,Jilebi,Sweet,50,22,1100
25-05-2024,Butter Biscuit,Biscuit,25,17,425
25-05-2024,Vettu Cake,Cake,15,33,495
25-05-2024,Milk Bun,Bread,18,47,846
25-05-2024,Choco Lava Cake,Cake,80,35,2800
25-05-2024,Fruit Cake,Cake,350,15,5250
25-05-2024,Lemon Juice,Beverage,30,42,1260
25-05-2024,Badam Milk,Beverage,40,20,800
25-05-2024,Ghee Cake,Cake,120,42,5040
25-05-2024,Mysore Pak,Sweet,180,22,3960
25-05-2024,Milk Bikis,Biscuit,25,31,775
25-05-2024,Marble Cake,Cake,90,24,2160
25-05-2024,Pineapple Juice,Beverage,35,12,420
26-05-2024,Parippu Vada,Snack,10,25,250
26-05-2024,Egg Puffs,Snack,20,48,960
26-05-2024,Butter Bun,Bread,15,45,675
26-05-2024,Plum Cake,Cake,150,37,5550
26-05-2024,Pazhampori (Banana Fry),Snack,12,44,528
26-05-2024,Uzhunnu Vada,Snack,12,31,372
26-05-2024,Ullivada,Snack,10,24,240
26-05-2024,Banana Chips,Snack,100,5,500
26-05-2024,Tea Biscuit,Biscuit,30,43,1290
26-05-2024,Chicken Puffs,Snack,25,41,1025
26-05-2024,Ela Ada,Sweet,20,17,340
26-05-2024,Cream Bun,Bread,20,6,120
26-05-2024,Nannari Sharbat,Beverage,25,13,325
26-05-2024,Sugiyan,Sweet,15,21,315
26-05-2024,Neyyappam,Sweet,20,14,280
26-05-2024,Black Forest Cake,Cake,500,31,15500
26-05-2024,Mixture,Snack,120,35,4200
26-05-2024,Jilebi,Sweet,50,44,2200
26-05-2024,Butter Biscuit,Biscuit,25,43,1075
26-05-2024,Vettu Cake,Cake,15,21,315
26-05-2024,Milk Bun,Bread,18,20,360
26-05-2024,Choco Lava Cake,Cake,80,32,2560
26-05-2024,Fruit Cake,Cake,350,13,4550
26-05-2024,Lemon Juice,Beverage,30,36,1080
26-05-2024,Badam Milk,Beverage,40,14,560
26-05-2024,Ghee Cake,Cake,120,15,1800
26-05-2024,Mysore Pak,Sweet,180,35,6300
26-05-2024,Milk Bikis,Biscuit,25,7,175
26-05-2024,Marble Cake,Cake,90,39,3510
26-05-2024,Pineapple Juice,Beverage,35,28,980
27-05-2024,Parippu Vada,Snack,10,23,230
27-05-2024,Egg Puffs,Snack,20,6,120
27-05-2024,Butter Bun,Bread,15,25,375
27-05-2024,Plum Cake,Cake,150,10,1500
27-05-2024,Pazhampori (Banana Fry),Snack,12,34,408
27-05-2024,Uzhunnu Vada,Snack,12,8,96
27-05-2024,Ullivada,Snack,10,16,160
27-05-2024,Banana Chips,Snack,100,29,2900
27-05-2024,Tea Biscuit,Biscuit,30,37,1110
27-05-2024,Chicken Puffs,Snack,25,5,125
27-05-2024,Ela Ada,Sweet,20,49,980
27-05-2024,Cream Bun,Bread,20,42,840
27-05-2024,Nannari Sharbat,Beverage,25,41,1025
27-05-2024,Sugiyan,Sweet,15,30,450
27-05-2024,Neyyappam,Sweet,20,45,900
27-05-2024,Black Forest Cake,Cake,500,41,20500
27-05-2024,Mixture,Snack,120,23,2760
27-05-2024,Jilebi,Sweet,50,11,550
27-05-2024,Butter Biscuit,Biscuit,25,16,400
27-05-2024,Vettu Cake,Cake,15,5,75
27-05-2024,Milk Bun,Bread,18,40,720
27-05-2024,Choco Lava Cake,Cake,80,5,400
27-05-2024,Fruit Cake,Cake,350,14,4900
27-05-2024,Lemon Juice,Beverage,30,30,900
27-05-2024,Badam Milk,Beverage,40,34,1360
27-05-2024,Ghee Cake,Cake,120,29,3480
27-05-2024,Mysore Pak,Sweet,180,38,6840
27-05-2024,Milk Bikis,Biscuit,25,41,1025
27-05-2024,Marble Cake,Cake,90,47,4230
27-05-2024,Pineapple Juice,Beverage,35,21,735
28-05-2024,Parippu Vada,Snack,10,30,300
28-05-2024,Egg Puffs,Snack,20,50,1000
28-05-2024,Butter Bun,Bread,15,15,225
28-05-2024,Plum Cake,Cake,150,48,7200
28-05-2024,Pazhampori (Banana Fry),Snack,12,32,384
28-05-2024,Uzhunnu Vada,Snack,12,44,528
28-05-2024,Ullivada,Snack,10,32,320
28-05-2024,Banana Chips,Snack,100,36,3600
28-05-2024,Tea Biscuit,Biscuit,30,44,1320
28-05-2024,Chicken Puffs,Snack,25,49,1225
28-05-2024,Ela Ada,Sweet,20,50,1000
28-05-2024,Cream Bun,Bread,20,18,360
28-05-2024,Nannari Sharbat,Beverage,25,5,125
28-05-2024,Sugiyan,Sweet,15,36,540
28-05-2024,Neyyappam,Sweet,20,9,180
28-05-2024,Black Forest Cake,Cake,500,27,13500
28-05-2024,Mixture,Snack,120,42,5040
28-05-2024,Jilebi,Sweet,50,37,1850
28-05-2024,Butter Biscuit,Biscuit,25,13,325
28-05-2024,Vettu Cake,Cake,15,25,375
28-05-2024,Milk Bun,Bread,18,16,288
28-05-2024,Choco Lava Cake,Cake,80,34,2720
28-05-2024,Fruit Cake,Cake,350,29,10150
28-05-2024,Lemon Juice,Beverage,30,46,1380
28-05-2024,Badam Milk,Beverage,40,12,480
28-05-2024,Ghee Cake,Cake,120,32,3840
28-05-2024,Mysore Pak,Sweet,180,29,5220
28-05-2024,Milk Bikis,Biscuit,25,33,825
28-05-2024,Marble Cake,Cake,90,45,4050
28-05-2024,Pineapple Juice,Beverage,35,28,980
29-05-2024,Parippu Vada,Snack,10,34,340
29-05-2024,Egg Puffs,Snack,20,40,800
29-05-2024,Butter Bun,Bread,15,36,540
29-05-2024,Plum Cake,Cake,150,14,2100
29-05-2024,Pazhampori (Banana Fry),Snack,12,15,180
29-05-2024,Uzhunnu Vada,Snack,12,40,480
29-05-2024,Ullivada,Snack,10,21,210
29-05-2024,Banana Chips,Snack,100,6,600
29-05-2024,Tea Biscuit,Biscuit,30,13,390
29-05-2024,Chicken Puffs,Snack,25,15,375
29-05-2024,Ela Ada,Sweet,20,16,320
29-05-2024,Cream Bun,Bread,20,35,700
29-05-2024,Nannari Sharbat,Beverage,25,24,600
29-05-2024,Sugiyan,Sweet,15,39,585
29-05-2024,Neyyappam,Sweet,20,14,280
29-05-2024,Black Forest Cake,Cake,500,32,16000
29-05-2024,Mixture,Snack,120,26,3120
29-05-2024,Jilebi,Sweet,50,18,900
29-05-2024,Butter Biscuit,Biscuit,25,27,675
29-05-2024,Vettu Cake,Cake,15,44,660
29-05-2024,Milk Bun,Bread,18,38,684
29-05-2024,Choco Lava Cake,Cake,80,11,880
29-05-2024,Fruit Cake,Cake,350,15,5250
29-05-2024,Lemon Juice,Beverage,30,45,1350
29-05-2024,Badam Milk,Beverage,40,23,920
29-05-2024,Ghee Cake,Cake,120,30,3600
29-05-2024,Mysore Pak,Sweet,180,30,5400
29-05-2024,Milk Bikis,Biscuit,25,10,250
29-05-2024,Marble Cake,Cake,90,43,3870
29-05-2024,Pineapple Juice,Beverage,35,17,595
30-05-2024,Parippu Vada,Snack,10,35,350
30-05-2024,Egg Puffs,Snack,20,41,820
30-05-2024,Butter Bun,Bread,15,13,195
30-05-2024,Plum Cake,Cake,150,50,7500
30-05-2024,Pazhampori (Banana Fry),Snack,12,50,600
30-05-2024,Uzhunnu Vada,Snack,12,23,276
30-05-2024,Ullivada,Snack,10,7,70
30-05-2024,Banana Chips,Snack,100,32,3200
30-05-2024,Tea Biscuit,Biscuit,30,49,1470
30-05-2024,Chicken Puffs,Snack,25,37,925
30-05-2024,Ela Ada,Sweet,20,11,220
30-05-2024,Cream Bun,Bread,20,6,120
30-05-2024,Nannari Sharbat,Beverage,25,40,1000
30-05-2024,Sugiyan,Sweet,15,10,150
30-05-2024,Neyyappam,Sweet,20,12,240
30-05-2024,Black Forest Cake,Cake,500,34,17000
30-05-2024,Mixture,Snack,120,45,5400
30-05-2024,Jilebi,Sweet,50,15,750
30-05-2024,Butter Biscuit,Biscuit,25,23,575
30-05-2024,Vettu Cake,Cake,15,30,450
30-05-2024,Milk Bun,Bread,18,23,414
30-05-2024,Choco Lava Cake,Cake,80,28,2240
30-05-2024,Fruit Cake,Cake,350,15,5250
30-05-2024,Lemon Juice,Beverage,30,46,1380
30-05-2024,Badam Milk,Beverage,40,44,1760
30-05-2024,Ghee Cake,Cake,120,41,4920
30-05-2024,Mysore Pak,Sweet,180,45,8100
30-05-2024,Milk Bikis,Biscuit,25,32,800
30-05-2024,Marble Cake,Cake,90,40,3600
30-05-2024,Pineapple Juice,Beverage,35,47,1645
31-05-2024,Parippu Vada,Snack,10,48,480
31-05-2024,Egg Puffs,Snack,20,39,780
31-05-2024,Butter Bun,Bread,15,15,225
31-05-2024,Plum Cake,Cake,150,19,2850
31-05-2024,Pazhampori (Banana Fry),Snack,12,8,96
31-05-2024,Uzhunnu Vada,Snack,12,25,300
31-05-2024,Ullivada,Snack,10,45,450
31-05-2024,Banana Chips,Snack,100,41,4100
31-05-2024,Tea Biscuit,Biscuit,30,22,660
31-05-2024,Chicken Puffs,Snack,25,8,200
31-05-2024,Ela Ada,Sweet,20,31,620
31-05-2024,Cream Bun,Bread,20,5,100
31-05-2024,Nannari Sharbat,Beverage,25,35,875
31-05-2024,Sugiyan,Sweet,15,21,315
31-05-2024,Neyyappam,Sweet,20,23,460
31-05-2024,Black Forest Cake,Cake,500,15,7500
31-05-2024,Mixture,Snack,120,28,3360
31-05-2024,Jilebi,Sweet,50,38,1900
31-05-2024,Butter Biscuit,Biscuit,25,11,275
31-05-2024,Vettu Cake,Cake,15,16,240
31-05-2024,Milk Bun,Bread,18,44,792
31-05-2024,Choco Lava Cake,Cake,80,41,3280
31-05-2024,Fruit Cake,Cake,350,50,17500
31-05-2024,Lemon Juice,Beverage,30,9,270
31-05-2024,Badam Milk,Beverage,40,47,1880
31-05-2024,Ghee Cake,Cake,120,33,3960
31-05-2024,Mysore Pak,Sweet,180,17,3060
31-05-2024,Milk Bikis,Biscuit,25,44,1100
31-05-2024,Marble Cake,Cake,90,44,3960
31-05-2024,Pineapple Juice,Beverage,35,6,210
01-06-2024,Parippu Vada,Snack,10,36,360
01-06-2024,Egg Puffs,Snack,20,12,240
01-06-2024,Butter Bun,Bread,15,6,90
01-06-2024,Plum Cake,Cake,150,5,750
01-06-2024,Pazhampori (Banana Fry),Snack,12,31,372
01-06-2024,Uzhunnu Vada,Snack,12,30,360
01-06-2024,Ullivada,Snack,10,11,110
01-06-2024,Banana Chips,Snack,100,30,3000
01-06-2024,Tea Biscuit,Biscuit,30,46,1380
01-06-2024,Chicken Puffs,Snack,25,17,425
01-06-2024,Ela Ada,Sweet,20,14,280
01-06-2024,Cream Bun,Bread,20,14,280
01-06-2024,Nannari Sharbat,Beverage,25,25,625
01-06-2024,Sugiyan,Sweet,15,11,165
01-06-2024,Neyyappam,Sweet,20,22,440
01-06-2024,Black Forest Cake,Cake,500,37,18500
01-06-2024,Mixture,Snack,120,19,2280
01-06-2024,Jilebi,Sweet,50,10,500
01-06-2024,Butter Biscuit,Biscuit,25,48,1200
01-06-2024,Vettu Cake,Cake,15,26,390
01-06-2024,Milk Bun,Bread,18,26,468
01-06-2024,Choco Lava Cake,Cake,80,15,1200
01-06-2024,Fruit Cake,Cake,350,12,4200
01-06-2024,Lemon Juice,Beverage,30,6,180
01-06-2024,Badam Milk,Beverage,40,11,440
01-06-2024,Ghee Cake,Cake,120,23,2760
01-06-2024,Mysore Pak,Sweet,180,7,1260
01-06-2024,Milk Bikis,Biscuit,25,12,300
01-06-2024,Marble Cake,Cake,90,45,4050
01-06-2024,Pineapple Juice,Beverage,35,22,770
02-06-2024,Parippu Vada,Snack,10,15,150
02-06-2024,Egg Puffs,Snack,20,28,560
02-06-2024,Butter Bun,Bread,15,26,390
02-06-2024,Plum Cake,Cake,150,11,1650
02-06-2024,Pazhampori (Banana Fry),Snack,12,27,324
02-06-2024,Uzhunnu Vada,Snack,12,23,276
02-06-2024,Ullivada,Snack,10,26,260
02-06-2024,Banana Chips,Snack,100,28,2800
02-06-2024,Tea Biscuit,Biscuit,30,44,1320
02-06-2024,Chicken Puffs,Snack,25,25,625
02-06-2024,Ela Ada,Sweet,20,18,360
02-06-2024,Cream Bun,Bread,20,17,340
02-06-2024,Nannari Sharbat,Beverage,25,8,200
02-06-2024,Sugiyan,Sweet,15,39,585
02-06-2024,Neyyappam,Sweet,20,50,1000
02-06-2024,Black Forest Cake,Cake,500,43,21500
02-06-2024,Mixture,Snack,120,17,2040
02-06-2024,Jilebi,Sweet,50,21,1050
02-06-2024,Butter Biscuit,Biscuit,25,18,450
02-06-2024,Vettu Cake,Cake,15,5,75
02-06-2024,Milk Bun,Bread,18,42,756
02-06-2024,Choco Lava Cake,Cake,80,31,2480
02-06-2024,Fruit Cake,Cake,350,42,14700
02-06-2024,Lemon Juice,Beverage,30,34,1020
02-06-2024,Badam Milk,Beverage,40,22,880
02-06-2024,Ghee Cake,Cake,120,48,5760
02-06-2024,Mysore Pak,Sweet,180,50,9000
02-06-2024,Milk Bikis,Biscuit,25,8,200
02-06-2024,Marble Cake,Cake,90,48,4320
02-06-2024,Pineapple Juice,Beverage,35,5,175
03-06-2024,Parippu Vada,Snack,10,15,150
03-06-2024,Egg Puffs,Snack,20,19,380
03-06-2024,Butter Bun,Bread,15,7,105
03-06-2024,Plum Cake,Cake,150,24,3600
03-06-2024,Pazhampori (Banana Fry),Snack,12,34,408
03-06-2024,Uzhunnu Vada,Snack,12,30,360
03-06-2024,Ullivada,Snack,10,33,330
03-06-2024,Banana Chips,Snack,100,27,2700
03-06-2024,Tea Biscuit,Biscuit,30,27,810
03-06-2024,Chicken Puffs,Snack,25,11,275
03-06-2024,Ela Ada,Sweet,20,37,740
03-06-2024,Cream Bun,Bread,20,46,920
03-06-2024,Nannari Sharbat,Beverage,25,32,800
03-06-2024,Sugiyan,Sweet,15,28,420
03-06-2024,Neyyappam,Sweet,20,43,860
03-06-2024,Black Forest Cake,Cake,500,40,20000
03-06-2024,Mixture,Snack,120,29,3480
03-06-2024,Jilebi,Sweet,50,32,1600
03-06-2024,Butter Biscuit,Biscuit,25,39,975
03-06-2024,Vettu Cake,Cake,15,22,330
03-06-2024,Milk Bun,Bread,18,50,900
03-06-2024,Choco Lava Cake,Cake,80,21,1680
03-06-2024,Fruit Cake,Cake,350,40,14000
03-06-2024,Lemon Juice,Beverage,30,19,570
03-06-2024,Badam Milk,Beverage,40,5,200
03-06-2024,Ghee Cake,Cake,120,13,1560
03-06-2024,Mysore Pak,Sweet,180,7,1260
03-06-2024,Milk Bikis,Biscuit,25,18,450
03-06-2024,Marble Cake,Cake,90,14,1260
03-06-2024,Pineapple Juice,Beverage,35,39,1365
04-06-2024,Parippu Vada,Snack,10,49,490
04-06-2024,Egg Puffs,Snack,20,42,840
04-06-2024,Butter Bun,Bread,15,38,570
04-06-2024,Plum Cake,Cake,150,35,5250
04-06-2024,Pazhampori (Banana Fry),Snack,12,13,156
04-06-2024,Uzhunnu Vada,Snack,12,39,468
04-06-2024,Ullivada,Snack,10,6,60
04-06-2024,Banana Chips,Snack,100,22,2200
04-06-2024,Tea Biscuit,Biscuit,30,40,1200
04-06-2024,Chicken Puffs,Snack,25,31,775
04-06-2024,Ela Ada,Sweet,20,19,380
04-06-2024,Cream Bun,Bread,20,38,760
04-06-2024,Nannari Sharbat,Beverage,25,7,175
04-06-2024,Sugiyan,Sweet,15,27,405
04-06-2024,Neyyappam,Sweet,20,15,300
04-06-2024,Black Forest Cake,Cake,500,22,11000
04-06-2024,Mixture,Snack,120,35,4200
04-06-2024,Jilebi,Sweet,50,9,450
04-06-2024,Butter Biscuit,Biscuit,25,44,1100
04-06-2024,Vettu Cake,Cake,15,5,75
04-06-2024,Milk Bun,Bread,18,48,864
04-06-2024,Choco Lava Cake,Cake,80,46,3680
04-06-2024,Fruit Cake,Cake,350,25,8750
04-06-2024,Lemon Juice,Beverage,30,5,150
04-06-2024,Badam Milk,Beverage,40,16,640
04-06-2024,Ghee Cake,Cake,120,47,5640
04-06-2024,Mysore Pak,Sweet,180,47,8460
04-06-2024,Milk Bikis,Biscuit,25,48,1200
04-06-2024,Marble Cake,Cake,90,9,810
04-06-2024,Pineapple Juice,Beverage,35,32,1120
05-06-2024,Parippu Vada,Snack,10,50,500
05-06-2024,Egg Puffs,Snack,20,44,880
05-06-2024,Butter Bun,Bread,15,10,150
05-06-2024,Plum Cake,Cake,150,31,4650
05-06-2024,Pazhampori (Banana Fry),Snack,12,13,156
05-06-2024,Uzhunnu Vada,Snack,12,27,324
05-06-2024,Ullivada,Snack,10,37,370
05-06-2024,Banana Chips,Snack,100,22,2200
05-06-2024,Tea Biscuit,Biscuit,30,39,1170
05-06-2024,Chicken Puffs,Snack,25,47,1175
05-06-2024,Ela Ada,Sweet,20,25,500
05-06-2024,Cream Bun,Bread,20,27,540
05-06-2024,Nannari Sharbat,Beverage,25,6,150
05-06-2024,Sugiyan,Sweet,15,23,345
05-06-2024,Neyyappam,Sweet,20,19,380
05-06-2024,Black Forest Cake,Cake,500,28,14000
05-06-2024,Mixture,Snack,120,37,4440
05-06-2024,Jilebi,Sweet,50,47,2350
05-06-2024,Butter Biscuit,Biscuit,25,16,400
05-06-2024,Vettu Cake,Cake,15,25,375
05-06-2024,Milk Bun,Bread,18,15,270
05-06-2024,Choco Lava Cake,Cake,80,31,2480
05-06-2024,Fruit Cake,Cake,350,24,8400
05-06-2024,Lemon Juice,Beverage,30,7,210
05-06-2024,Badam Milk,Beverage,40,16,640
05-06-2024,Ghee Cake,Cake,120,42,5040
05-06-2024,Mysore Pak,Sweet,180,38,6840
05-06-2024,Milk Bikis,Biscuit,25,9,225
05-06-2024,Marble Cake,Cake,90,38,3420
05-06-2024,Pineapple Juice,Beverage,35,48,1680
06-06-2024,Parippu Vada,Snack,10,20,200
06-06-2024,Egg Puffs,Snack,20,40,800
06-06-2024,Butter Bun,Bread,15,41,615
06-06-2024,Plum Cake,Cake,150,21,3150
06-06-2024,Pazhampori (Banana Fry),Snack,12,17,204
06-06-2024,Uzhunnu Vada,Snack,12,47,564
06-06-2024,Ullivada,Snack,10,10,100
06-06-2024,Banana Chips,Snack,100,26,2600
06-06-2024,Tea Biscuit,Biscuit,30,5,150
06-06-2024,Chicken Puffs,Snack,25,34,850
06-06-2024,Ela Ada,Sweet,20,26,520
06-06-2024,Cream Bun,Bread,20,17,340
06-06-2024,Nannari Sharbat,Beverage,25,42,1050
06-06-2024,Sugiyan,Sweet,15,37,555
06-06-2024,Neyyappam,Sweet,20,31,620
06-06-2024,Black Forest Cake,Cake,500,31,15500
06-06-2024,Mixture,Snack,120,9,1080
06-06-2024,Jilebi,Sweet,50,30,1500
06-06-2024,Butter Biscuit,Biscuit,25,41,1025
06-06-2024,Vettu Cake,Cake,15,30,450
06-06-2024,Milk Bun,Bread,18,26,468
